City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Hirara,24.8,125.2833,77.27,94,20,3.44,JP,2021-09-29 22:09:20
296,Hammerfest,70.6634,23.6821,37.85,100,90,2.3,NO,2021-09-29 22:09:20
297,Borovoy,55.4333,86.0833,43.88,100,90,8.95,RU,2021-09-29 22:09:20
298,Pashiya,58.4324,58.2562,28.67,95,6,2.89,RU,2021-09-29 22:09:21
299,Ramanuj Ganj,23.8,83.7,71.22,99,54,2.62,IN,2021-09-29 22:09:21
300,Comodoro Rivadavia,-45.8667,-67.5,62.46,20,0,8.05,AR,2021-09-29 22:09:21
301,Snihurivka,47.0758,32.8052,53.73,53,89,10.29,UA,2021-09-29 22:09:22
302,Khorixas,-20.3667,14.9667,62.46,36,2,1.81,NA,2021-09-29 22:09:22
303,Nouadhibou,20.931,-17.0347,73.29,77,0,25.95,MR,2021-09-29 22:09:23
304,Aquiraz,-3.9014,-38.3911,80.69,84,3,11.14,BR,2021-09-29 22:09:23
305,Synya,65.3718,58.0387,39.43,93,100,5.01,RU,2021-09-29 22:09:24
306,Chimore,-16.9833,-65.1333,89.64,41,18,0.83,BO,2021-09-29 22:09:24
307,Bandarbeyla,9.4942,50.8122,80.28,74,99,20.92,SO,2021-09-29 22:09:24
308,Luderitz,-26.6481,15.1594,56.14,84,71,15.99,NA,2021-09-29 22:09:25
309,Soe,-9.8607,124.284,65.12,84,61,4.14,ID,2021-09-29 22:07:17
310,Vangaindrano,-23.35,47.6,67.3,91,13,7.47,MG,2021-09-29 22:09:25
311,Giyon,8.5333,37.9833,56.16,91,98,1.88,ET,2021-09-29 22:09:25
312,Bollnas,61.3482,16.3946,48.13,98,95,7.56,SE,2021-09-29 22:09:26
313,Coahuayana,18.7333,-103.6833,85.71,68,97,5.44,MX,2021-09-29 22:09:26
314,Lorengau,-2.0226,147.2712,82.13,79,78,4.07,PG,2021-09-29 22:09:26
315,Nyurba,63.2842,118.3319,24.22,95,20,3.38,RU,2021-09-29 22:09:27
316,Poum,-20.2333,164.0167,74.64,74,9,19.42,NC,2021-09-29 22:09:27
317,San Pedro,14.35,121.0167,82.15,89,88,2.53,PH,2021-09-29 22:09:27
318,Sorong,-0.8833,131.25,78.76,86,100,4.76,ID,2021-09-29 22:05:20
319,Luanda,-8.8368,13.2343,73.4,88,40,8.05,AO,2021-09-29 22:09:28
320,Ahipara,-35.1667,173.1667,58.98,69,73,12.8,NZ,2021-09-29 22:09:28
321,Novoagansk,61.9449,76.6625,31.39,88,31,6.24,RU,2021-09-29 22:09:28
322,Jennings,38.7192,-90.2604,88.18,51,75,1.01,US,2021-09-29 22:09:29
323,Mattru,7.6244,-11.8332,73.17,96,100,2.51,SL,2021-09-29 22:09:29
324,Purranque,-40.9167,-73.1667,46.06,97,100,4.59,CL,2021-09-29 22:08:19
325,Talawakele,6.9371,80.6581,62.35,87,95,1.63,LK,2021-09-29 22:09:30
326,Necochea,-38.5473,-58.7368,62.04,72,0,14.27,AR,2021-09-29 22:09:30
327,Miandrivazo,-19.5167,45.4667,79.79,57,84,3.06,MG,2021-09-29 22:09:30
328,Narsaq,60.9167,-46.05,35.82,47,16,4.16,GL,2021-09-29 22:09:31
329,Kuldiga,56.974,21.9572,49.69,66,100,9.8,LV,2021-09-29 22:09:31
330,Amahai,-3.3333,128.9167,78.22,86,98,2.66,ID,2021-09-29 22:08:08
331,Vila Do Maio,15.1333,-23.2167,79.59,77,98,2.1,CV,2021-09-29 22:09:31
332,Kismayo,-0.3582,42.5454,76.95,89,94,12.24,SO,2021-09-29 22:09:32
333,Tiksi,71.6872,128.8694,30.94,82,100,3.71,RU,2021-09-29 22:09:32
334,Carutapera,-1.195,-46.02,77.67,84,21,6.67,BR,2021-09-29 22:09:32
335,Rovnoye,50.7765,46.0509,45.19,57,48,6.22,RU,2021-09-29 22:09:33
336,Romans-Sur-Isere,45.0464,5.0562,61.84,88,3,8.19,FR,2021-09-29 22:09:33
337,Severnoye,56.3491,78.3619,37.38,88,97,7.78,RU,2021-09-29 22:09:33
338,Pangnirtung,66.1451,-65.7125,34.61,54,63,1.41,CA,2021-09-29 22:09:34
339,Nago,26.5881,127.9761,81.03,74,91,12.28,JP,2021-09-29 22:09:34
340,Vila,42.0304,-8.1588,54.34,86,78,4.18,PT,2021-09-29 22:09:35
341,Iqaluit,63.7506,-68.5145,36.7,74,100,8.99,CA,2021-09-29 22:09:35
342,Qandala,11.472,49.8728,89.44,50,32,3.27,SO,2021-09-29 22:09:35
343,Sept-Iles,50.2001,-66.3821,53.06,81,88,3.47,CA,2021-09-29 22:07:42
344,Pontian Kecil,1.4801,103.3899,80.28,86,100,4.92,MY,2021-09-29 22:09:36
345,North Bend,43.4065,-124.2243,71.24,77,20,11.5,US,2021-09-29 22:09:36
346,Huarmey,-10.0681,-78.1522,66.67,77,59,7.99,PE,2021-09-29 22:09:36
347,Bratsk,56.1325,101.6142,30.69,92,99,3.56,RU,2021-09-29 22:09:37
348,Lara,-38.0167,144.4,59.4,96,90,4.61,AU,2021-09-29 22:09:37
349,Flinders,-34.5833,150.8552,66.25,79,81,3.0,AU,2021-09-29 22:09:37
350,Gualeguay,-33.1416,-59.3097,63.68,75,6,8.77,AR,2021-09-29 22:09:38
351,Emerald,-23.5333,148.1667,68.34,79,25,14.25,AU,2021-09-29 22:09:38
352,Panyutyne,48.9333,36.2833,42.48,61,4,7.47,UA,2021-09-29 22:09:38
353,Shitanjing,39.2342,106.3439,61.29,28,20,5.46,CN,2021-09-29 22:09:39
354,Omboue,-1.5746,9.2618,76.77,86,100,8.75,GA,2021-09-29 22:09:39
355,Aripuana,-9.1667,-60.6333,83.62,61,78,5.1,BR,2021-09-29 22:09:40
356,Martil,35.6166,-5.2752,71.67,76,0,7.7,MA,2021-09-29 22:09:40
357,Meulaboh,4.1363,96.1285,75.15,93,100,6.6,ID,2021-09-29 22:07:17
358,Ust-Kulom,61.6864,53.6902,41.16,86,100,5.08,RU,2021-09-29 22:09:40
359,Longyearbyen,78.2186,15.6401,35.44,80,75,3.44,SJ,2021-09-29 22:09:41
360,Yarmouth,41.7057,-70.2286,62.82,74,40,15.01,US,2021-09-29 22:09:41
361,Haines Junction,60.7522,-137.5108,37.9,64,99,2.64,CA,2021-09-29 22:09:41
362,Sambava,-14.2667,50.1667,67.93,87,64,8.86,MG,2021-09-29 22:09:42
363,Parakai,-36.65,174.4333,64.09,79,63,14.07,NZ,2021-09-29 22:09:42
364,Arica,-18.475,-70.3042,67.55,77,0,9.22,CL,2021-09-29 22:09:42
365,Chern,53.4523,36.9145,40.44,83,82,4.14,RU,2021-09-29 22:09:43
366,Cabras,39.93,8.5314,69.08,63,98,11.43,IT,2021-09-29 22:09:43
367,Kabinda,-6.1333,24.4833,70.2,86,99,2.15,CD,2021-09-29 22:09:43
368,Muhlacker,48.95,8.8333,52.03,84,12,5.82,DE,2021-09-29 22:09:44
369,Nadym,65.5333,72.5167,32.77,87,91,11.63,RU,2021-09-29 22:09:44
370,Vardo,70.3705,31.1107,39.4,85,20,8.75,NO,2021-09-29 22:09:44
371,Mtwango,-9.0167,34.8,58.57,72,7,11.1,TZ,2021-09-29 22:09:45
372,Naze,28.3667,129.4833,76.12,78,40,15.7,JP,2021-09-29 22:09:45
373,Bay Roberts,47.5999,-53.2648,61.25,92,73,3.42,CA,2021-09-29 22:09:45
374,Katsuura,35.1333,140.3,72.19,74,100,7.2,JP,2021-09-29 22:09:14
375,Kiruna,67.8557,20.2251,41.92,81,75,10.36,SE,2021-09-29 22:09:46
376,Spirit River,55.7833,-118.8361,56.1,42,100,9.19,CA,2021-09-29 22:09:46
377,Altamira,-3.2033,-52.2064,77.4,77,100,1.88,BR,2021-09-29 22:09:47
378,Geraldton,-28.7667,114.6,57.61,94,90,9.22,AU,2021-09-29 22:09:47
379,Tarancon,40.0085,-3.0073,63.66,46,47,6.2,ES,2021-09-29 22:09:48
380,Novoanninskiy,50.5287,42.6747,40.21,68,11,5.59,RU,2021-09-29 22:09:48
381,Kurumkan,54.3,110.3,30.88,83,30,1.61,RU,2021-09-29 22:09:49
382,Kumo,10.0447,11.2122,73.22,88,100,2.04,NG,2021-09-29 22:09:49
383,Mehamn,71.0357,27.8492,45.39,89,32,4.0,NO,2021-09-29 22:09:49
384,Campbellton,48.0075,-66.6727,50.74,88,51,4.34,CA,2021-09-29 22:05:04
385,Berlevag,70.8578,29.0864,45.82,88,60,2.13,NO,2021-09-29 22:09:50
386,Port Arthur,38.8,121.2667,59.22,63,0,4.47,CN,2021-09-29 22:09:50
387,Namibe,-15.1961,12.1522,63.32,87,26,6.35,AO,2021-09-29 22:09:50
388,Quelimane,-17.8786,36.8883,76.95,88,40,12.66,MZ,2021-09-29 22:09:51
389,Dandong,40.1292,124.3947,56.48,93,0,3.91,CN,2021-09-29 22:09:15
390,Carlsbad,33.1581,-117.3506,84.81,64,1,8.01,US,2021-09-29 22:09:51
391,Auki,-8.7676,160.7034,83.35,71,67,4.76,SB,2021-09-29 22:09:51
392,Hobyo,5.3505,48.5268,79.03,80,16,21.52,SO,2021-09-29 22:09:52
393,Lamlash,55.5336,-5.1296,47.28,81,95,10.51,GB,2021-09-29 22:09:52
394,Bargi,22.9833,79.8667,74.64,89,34,1.5,IN,2021-09-29 22:09:52
395,Goiatuba,-18.0125,-49.3547,84.16,31,58,2.35,BR,2021-09-29 22:09:53
396,Makakilo City,21.3469,-158.0858,84.52,59,90,6.91,US,2021-09-29 22:06:49
397,Bitkine,11.9801,18.2138,81.72,59,88,3.38,TD,2021-09-29 22:09:53
398,Sainte-Maxime,43.3,6.6333,73.42,36,1,7.14,FR,2021-09-29 22:09:54
399,Vao,-22.6667,167.4833,69.6,77,80,22.3,NC,2021-09-29 22:09:54
400,Talnakh,69.4865,88.3972,31.98,97,100,13.73,RU,2021-09-29 22:09:55
401,Fairbanks,64.8378,-147.7164,28.74,74,90,0.0,US,2021-09-29 22:09:55
402,Sisimiut,66.9395,-53.6735,33.22,60,100,4.0,GL,2021-09-29 22:09:55
403,Praxedis Guerrero,31.3667,-106.0167,86.81,30,13,10.78,MX,2021-09-29 22:09:55
404,Coihaique,-45.5752,-72.0662,49.95,53,75,4.61,CL,2021-09-29 22:09:56
405,Mayo,38.8876,-76.5119,72.39,59,1,1.01,US,2021-09-29 22:09:56
406,Raudeberg,61.9875,5.1352,56.19,58,100,8.01,NO,2021-09-29 22:09:56
407,Kyaikkami,16.08,97.5675,80.78,83,94,1.19,MM,2021-09-29 22:09:57
408,Mocuba,-16.8392,36.9856,74.16,78,5,3.15,MZ,2021-09-29 22:09:57
409,San Quintin,30.4833,-115.95,70.41,60,3,12.41,MX,2021-09-29 22:05:28
410,San Pedro Del Pinatar,37.8357,-0.791,75.34,77,20,3.0,ES,2021-09-29 22:09:58
411,Cockburn Town,21.4612,-71.1419,83.05,72,13,6.78,TC,2021-09-29 22:09:58
412,Omaruru,-21.4333,15.9333,63.88,27,0,2.19,NA,2021-09-29 22:09:58
413,Grants,35.1473,-107.8514,70.03,26,1,11.5,US,2021-09-29 22:09:59
414,Verkhnetulomskiy,68.6073,31.7962,46.53,85,49,5.28,RU,2021-09-29 22:09:59
415,Hunchun,42.8675,130.3581,57.06,86,35,4.9,CN,2021-09-29 22:09:59
416,Puerto Cabello,10.4731,-68.0125,82.31,77,64,3.15,VE,2021-09-29 22:10:00
417,Daru,-9.0763,143.2092,78.75,88,68,15.86,PG,2021-09-29 22:10:00
418,Tongliao,43.6125,122.2653,49.42,61,49,4.72,CN,2021-09-29 22:10:00
419,Nantucket,41.2835,-70.0995,61.97,78,78,17.31,US,2021-09-29 22:10:01
420,Moissac,44.1024,1.0945,63.55,89,93,7.45,FR,2021-09-29 22:08:15
421,Merauke,-8.4667,140.3333,79.36,84,88,11.95,ID,2021-09-29 22:10:01
422,Kudahuvadhoo,2.6708,72.8944,81.95,73,60,6.82,MV,2021-09-29 22:10:02
423,Labuhan,-6.8844,112.2051,77.04,84,88,7.36,ID,2021-09-29 22:10:02
424,Tainan,22.9908,120.2133,85.14,88,40,2.3,TW,2021-09-29 22:10:03
425,Vitim,59.4511,112.5578,28.85,97,99,1.43,RU,2021-09-29 22:10:04
426,Bongandanga,1.5,21.05,71.22,82,91,1.95,CD,2021-09-29 22:10:04
427,Bilibino,68.0546,166.4372,7.18,95,100,2.57,RU,2021-09-29 22:10:05
428,Aviles,43.5547,-5.9248,64.72,89,40,1.01,ES,2021-09-29 22:10:05
429,Teguise,29.0605,-13.564,70.02,73,75,20.71,ES,2021-09-29 22:10:05
430,Waw,7.7029,27.9953,70.83,83,100,3.04,SS,2021-09-29 22:10:05
431,Qasigiannguit,68.8193,-51.1922,26.85,75,100,5.06,GL,2021-09-29 22:06:14
432,Egvekinot,66.3167,-179.1667,17.15,83,100,17.31,RU,2021-09-29 22:10:06
433,Grenada,37.1882,-3.6067,69.12,52,0,1.01,ES,2021-09-29 22:10:06
434,Qeshm,26.9581,56.2719,84.09,79,11,6.8,IR,2021-09-29 22:10:07
435,Alofi,-19.0595,-169.9187,77.02,82,54,17.47,NU,2021-09-29 22:10:07
436,Aklavik,68.2191,-135.0107,31.96,76,89,4.9,CA,2021-09-29 22:10:07
437,Bluefields,12.0137,-83.7635,82.56,76,100,4.76,NI,2021-09-29 22:10:08
438,Katobu,-4.9408,122.5276,74.55,93,67,2.24,ID,2021-09-29 22:10:08
439,Anjozorobe,-18.4,47.8667,59.32,89,68,3.36,MG,2021-09-29 22:10:09
440,Najran,17.4924,44.1277,73.22,27,43,1.63,SA,2021-09-29 22:10:09
441,Olafsvik,64.8945,-23.7142,41.63,80,100,8.08,IS,2021-09-29 22:10:09
442,Beyneu,45.3167,55.2,46.6,49,18,6.2,KZ,2021-09-29 22:10:10
443,Charters Towers,-20.1,146.2667,70.52,70,52,15.48,AU,2021-09-29 22:10:10
444,Tefe,-3.3542,-64.7114,89.71,74,20,0.74,BR,2021-09-29 22:06:12
445,Salvador,13.8333,-88.9167,77.4,79,52,4.63,SV,2021-09-29 22:10:11
446,Maragogi,-9.0122,-35.2225,74.71,88,88,7.85,BR,2021-09-29 22:10:11
447,Gannan,47.9147,123.5031,40.21,56,67,6.31,CN,2021-09-29 22:10:11
448,Mao,39.8885,4.2658,66.76,82,0,4.61,ES,2021-09-29 22:10:12
449,Rawson,-43.3002,-65.1023,68.7,30,100,14.25,AR,2021-09-29 22:10:12
450,Lavrentiya,65.5833,-171.0,35.06,89,100,13.62,RU,2021-09-29 22:10:12
451,Panevezys,55.7333,24.35,47.32,67,100,11.34,LT,2021-09-29 22:10:13
452,Betong,5.7743,101.0723,71.87,99,100,1.03,TH,2021-09-29 22:10:13
453,Sitka,57.0531,-135.33,49.89,76,90,16.11,US,2021-09-29 22:10:14
454,Kampene,-3.6,26.6667,69.12,99,100,1.43,CD,2021-09-29 22:10:14
455,Barra,-11.0894,-43.1417,85.14,31,91,5.88,BR,2021-09-29 22:10:14
456,Vilhena,-12.7406,-60.1458,77.97,59,73,1.5,BR,2021-09-29 22:06:17
457,Dzaoudzi,-12.7887,45.2699,78.69,73,0,10.36,YT,2021-09-29 22:10:15
458,Urengoy,65.9667,78.3667,33.1,91,88,8.46,RU,2021-09-29 22:10:15
459,Lukulu,-14.3707,23.242,77.36,35,98,8.34,ZM,2021-09-29 22:10:16
460,Walvis Bay,-22.9575,14.5053,55.09,93,0,8.28,NA,2021-09-29 22:10:16
461,Hofn,64.2539,-15.2082,43.79,73,60,6.13,IS,2021-09-29 22:10:16
462,Sovetskiy,61.3614,63.5842,33.82,85,61,2.84,RU,2021-09-29 22:10:17
463,Gubkinskiy,64.434,76.5026,31.96,87,28,6.78,RU,2021-09-29 22:10:17
464,Pesochnoye,58.006,39.1772,41.18,86,98,2.86,RU,2021-09-29 22:10:18
465,Pontianak,-0.0333,109.3333,75.18,100,40,3.44,ID,2021-09-29 22:09:04
466,Namatanai,-3.6667,152.4333,82.74,76,84,9.55,PG,2021-09-29 22:10:18
467,Urumqi,43.801,87.6005,56.35,36,0,2.24,CN,2021-09-29 22:06:09
468,Camabatela,-8.1881,15.375,65.12,82,90,6.31,AO,2021-09-29 22:10:19
469,Chapais,49.7834,-74.8492,44.6,81,100,5.53,CA,2021-09-29 22:10:19
470,Asfi,32.2994,-9.2372,70.52,79,12,17.96,MA,2021-09-29 22:10:20
471,Gornopravdinsk,60.05,69.9,31.39,91,87,4.72,RU,2021-09-29 22:10:20
472,Adrar,20.5022,-10.0711,94.14,11,0,9.55,MR,2021-09-29 22:10:20
473,Abilene,32.4487,-99.7331,95.49,42,40,13.8,US,2021-09-29 22:05:25
474,Luganville,-15.5333,167.1667,79.14,81,81,13.44,VU,2021-09-29 22:10:21
475,Buta,2.7858,24.73,70.21,96,98,0.67,CD,2021-09-29 22:10:21
476,Spring Hill,28.4769,-82.5255,87.62,52,75,5.75,US,2021-09-29 22:10:21
477,Saint-Joseph,-21.3667,55.6167,70.16,77,32,11.14,RE,2021-09-29 22:10:22
478,Kirakira,-10.4544,161.9205,82.17,76,69,8.81,SB,2021-09-29 22:10:22
479,Chateauroux,46.8167,1.7,46.4,87,0,2.3,FR,2021-09-29 22:10:22
480,Ola,59.5833,151.2833,33.85,54,99,13.06,RU,2021-09-29 22:09:00
481,Boyolangu,-8.1181,111.8935,73.71,95,82,4.14,ID,2021-09-29 22:10:23
482,Cabra,37.4725,-4.4421,75.4,48,10,3.24,ES,2021-09-29 22:10:24
483,Biak,-0.9131,122.8766,76.35,84,96,5.06,ID,2021-09-29 22:10:24
484,Guarapari,-20.6667,-40.4975,75.09,83,26,18.32,BR,2021-09-29 22:10:25
485,Kantang,7.4054,99.5156,76.05,93,91,1.59,TH,2021-09-29 22:10:25
486,Madang,-5.2246,145.7966,79.21,88,91,2.86,PG,2021-09-29 22:10:25
487,Lundazi,-12.2929,33.1782,73.65,42,5,10.92,ZM,2021-09-29 22:10:26
488,Oskemen,49.9565,82.6119,44.56,93,90,0.0,KZ,2021-09-29 22:10:26
489,Sagaing,21.8787,95.9797,78.12,83,56,1.86,MM,2021-09-29 22:10:26
490,Biharamulo,-2.6319,31.3089,67.15,59,59,1.32,TZ,2021-09-29 22:10:27
491,Payson,40.0444,-111.7321,64.0,42,75,6.91,US,2021-09-29 22:10:27
492,Soyo,-6.1349,12.3689,76.05,83,65,8.32,AO,2021-09-29 22:10:27
493,Libertador General San Martin,-23.8064,-64.7876,78.98,54,19,6.04,AR,2021-09-29 22:10:27
494,Urusha,54.05,122.9,34.02,80,100,3.85,RU,2021-09-29 22:10:28
495,Vallenar,-28.5708,-70.7581,78.87,19,13,6.87,CL,2021-09-29 22:10:28
496,Wukari,7.85,9.7833,72.64,97,82,2.15,NG,2021-09-29 22:10:28
497,Atherton,53.5237,-2.4935,50.43,87,75,5.17,GB,2021-09-29 22:10:29
498,Krieglach,47.5333,15.55,56.57,93,99,2.04,AT,2021-09-29 22:10:30
499,Goderich,43.7501,-81.7165,65.03,73,0,10.42,CA,2021-09-29 22:10:30
500,Sabang,5.8933,95.3214,80.11,80,97,7.67,ID,2021-09-29 22:08:04
501,Ust-Maya,60.4167,134.5333,38.32,75,100,11.79,RU,2021-09-29 22:10:30
502,Chimbote,-9.0853,-78.5783,65.52,78,91,8.03,PE,2021-09-29 22:10:26
503,Ejea De Los Caballeros,42.1263,-1.1372,63.73,73,98,14.58,ES,2021-09-29 22:10:31
504,Sibolga,1.7427,98.7792,75.07,94,100,2.73,ID,2021-09-29 22:10:31
505,Dharmadam,11.7833,75.4333,75.42,88,34,3.8,IN,2021-09-29 22:10:31
506,Fengrun,39.8333,118.1167,59.74,85,15,5.77,CN,2021-09-29 22:10:32
507,Hami,42.8,93.45,64.11,21,11,5.95,CN,2021-09-29 22:10:32
508,Sumbe,-11.2061,13.8437,71.56,84,36,9.04,AO,2021-09-29 22:10:32
509,Graham,47.0529,-122.2943,58.77,80,90,0.0,US,2021-09-29 22:10:32
510,Sidrolandia,-20.9319,-54.9614,88.59,25,59,4.72,BR,2021-09-29 22:10:33
511,Erzin,36.9559,36.2,73.99,85,72,0.81,TR,2021-09-29 22:06:18
512,Marzuq,14.4,46.4667,76.17,48,45,5.53,YE,2021-09-29 22:10:33
513,Ust-Barguzin,53.45,108.9833,33.21,81,40,1.25,RU,2021-09-29 22:10:34
514,Cheney,47.4874,-117.5758,61.75,46,75,8.05,US,2021-09-29 22:09:59
515,Balkhash,46.844,74.9804,53.22,57,4,5.97,KZ,2021-09-29 22:10:34
516,Grootfontein,-19.5667,18.1167,72.32,19,15,15.17,NA,2021-09-29 22:10:35
517,Butembo,0.15,29.2833,58.69,95,84,2.48,CD,2021-09-29 22:10:35
518,Curup,-3.4667,102.5333,66.76,99,95,1.34,ID,2021-09-29 22:10:35
519,Lompoc,34.6391,-120.4579,84.09,57,1,14.97,US,2021-09-29 22:10:36
520,Villa Bruzual,9.3328,-69.1208,78.71,84,90,4.16,VE,2021-09-29 22:10:36
521,Guilin,25.2819,110.2864,77.11,93,48,3.4,CN,2021-09-29 22:10:37
522,Buraydah,26.326,43.975,80.22,18,7,8.3,SA,2021-09-29 22:10:37
523,Roma,43.2128,-75.4557,62.46,62,90,9.22,US,2021-09-29 22:09:15
524,Savannah Bight,16.45,-85.85,89.65,73,0,16.55,HN,2021-09-29 22:10:37
525,Abnub,27.2696,31.1511,77.45,39,0,10.33,EG,2021-09-29 22:10:38
526,Aljezur,37.3191,-8.8033,65.68,58,2,10.71,PT,2021-09-29 22:10:38
527,Moses Lake,47.1301,-119.2781,64.18,39,1,10.36,US,2021-09-29 22:10:38
528,Santoshpur,22.5253,88.265,80.58,96,100,2.84,IN,2021-09-29 22:10:01
529,Businga,3.3333,20.8833,73.35,84,92,1.48,CD,2021-09-29 22:10:39
530,Sosnovo-Ozerskoye,52.5249,111.5418,24.06,90,54,7.54,RU,2021-09-29 22:10:39
531,Jawhar,2.7809,45.5005,78.17,70,5,12.17,SO,2021-09-29 22:10:15
532,Innisfail,-17.5333,146.0333,75.29,74,72,5.12,AU,2021-09-29 22:10:40
533,Talaya,61.3833,152.75,19.8,61,98,2.46,RU,2021-09-29 22:10:40
534,Harlingen,26.1906,-97.6961,97.34,78,90,16.11,US,2021-09-29 22:07:47
535,Monte Carmelo,-18.7247,-47.4986,77.38,43,48,3.42,BR,2021-09-29 22:10:41
536,San Andres,12.5847,-81.7006,77.02,94,75,5.75,CO,2021-09-29 22:10:41
537,Ancud,-41.8697,-73.8203,49.53,87,93,17.05,CL,2021-09-29 22:10:41
538,West Wendover,40.7391,-114.0733,61.81,20,1,9.22,US,2021-09-29 22:10:42
539,Batagay,67.6333,134.6333,21.06,79,9,3.76,RU,2021-09-29 22:10:43
540,Mabay,6.0577,124.4666,79.38,82,100,4.21,PH,2021-09-29 22:10:43
541,Soeng Sang,14.4264,102.4606,82.0,84,73,3.02,TH,2021-09-29 22:10:43
542,Kalabo,-14.97,22.6814,76.51,27,40,2.15,ZM,2021-09-29 22:10:44
543,Hearst,49.6835,-83.6665,50.65,79,48,5.73,CA,2021-09-29 22:10:44
544,Cookeville,36.1628,-85.5016,82.56,60,1,0.0,US,2021-09-29 22:09:25
545,Gravdal,68.1214,13.5031,51.75,78,75,6.98,NO,2021-09-29 22:10:44
546,Belmonte,-15.8631,-38.8828,75.7,84,0,7.7,BR,2021-09-29 22:10:45
547,Dingle,10.9995,122.6711,76.3,93,31,3.18,PH,2021-09-29 22:10:45
548,Helsingborg,56.0467,12.6944,55.9,95,100,19.51,SE,2021-09-29 22:10:46
549,Stranraer,54.9023,-5.0273,52.21,81,94,11.45,GB,2021-09-29 22:10:46
550,Kholmogory,64.2229,41.656,41.11,93,81,5.44,RU,2021-09-29 22:10:46
551,Beringovskiy,63.05,179.3167,22.93,94,100,39.82,RU,2021-09-29 22:10:47
552,Susner,23.95,76.0833,73.17,92,82,5.17,IN,2021-09-29 22:10:47
553,Anuradhapura,8.3565,80.4173,76.51,89,100,7.4,LK,2021-09-29 22:10:48
554,Mayumba,-3.432,10.6554,75.7,86,99,8.46,GA,2021-09-29 22:10:48
555,Hay River,60.8156,-115.7999,51.22,69,89,2.06,CA,2021-09-29 22:08:17
556,Birin,26.8865,88.0718,60.33,89,100,2.68,NP,2021-09-29 22:10:48
557,Cayenne,4.9333,-52.3333,79.09,84,45,0.0,GF,2021-09-29 22:10:49
558,Beloha,-25.1667,45.05,72.39,76,92,6.55,MG,2021-09-29 22:10:49
559,Lerwick,60.1545,-1.1494,46.4,78,56,7.25,GB,2021-09-29 22:10:50
560,Chara,56.9064,118.2631,29.62,71,99,4.21,RU,2021-09-29 22:10:33
561,Jizan,17.3333,42.6667,89.74,54,98,4.63,SA,2021-09-29 22:10:50
562,Tual,-5.6667,132.75,81.18,81,63,15.59,ID,2021-09-29 22:10:50
563,Dali,25.7,100.1833,58.33,91,45,1.16,CN,2021-09-29 22:10:51
564,Guanica,17.9716,-66.908,85.21,79,49,3.96,PR,2021-09-29 22:10:51
