City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
120,Vao,NC,-22.6667,167.4833,71.65,90,0,2.84,clear sky
121,Saint George,US,37.1041,-113.5841,88.27,21,1,3.0,clear sky
122,Pak Phanang,TH,8.3511,100.202,81.07,81,71,4.76,broken clouds
123,Kedougou,SN,12.5579,-12.1743,78.87,84,61,0.87,broken clouds
124,Khani,GE,41.9563,42.9566,49.57,97,100,2.19,overcast clouds
125,Sozimskiy,RU,59.7418,52.2482,29.84,87,18,3.24,few clouds
126,Dikson,RU,73.5069,80.5464,34.79,98,100,23.38,light rain
127,Yellowknife,CA,62.456,-114.3525,52.41,50,20,11.5,few clouds
128,Bethel,US,41.3712,-73.414,77.47,63,40,5.75,scattered clouds
129,Vestmannaeyjar,IS,63.4427,-20.2734,50.99,71,40,4.61,scattered clouds
130,Bogatyye Saby,RU,56.0102,50.4483,43.56,89,100,4.88,overcast clouds
131,Ilulissat,GL,69.2167,-51.1,28.08,69,100,2.95,overcast clouds
132,Ulladulla,AU,-35.35,150.4667,61.7,87,95,3.44,overcast clouds
133,Tolstoy-Yurt,RU,43.4444,45.7722,55.72,94,75,11.18,light intensity shower rain
134,Sinop,TR,41.7711,34.8709,50.61,89,79,3.56,broken clouds
135,Singarayakonda,IN,15.25,80.0333,83.5,75,3,5.06,clear sky
136,Tazovskiy,RU,67.4667,78.7,33.4,84,100,8.59,overcast clouds
137,Georgetown,MY,5.4112,100.3354,81.9,87,20,5.01,few clouds
138,Iqaluit,CA,63.7506,-68.5145,44.33,61,75,5.01,broken clouds
139,San Jose,US,37.3394,-121.895,92.91,29,0,3.71,clear sky
140,Banjar,ID,-8.19,114.9675,76.91,89,18,6.53,few clouds
141,Talaya,RU,61.3833,152.75,23.22,95,100,6.91,overcast clouds
142,Yumen,CN,40.2833,97.2,43.83,36,100,12.59,overcast clouds
143,Bridlington,GB,54.0831,-0.1919,55.89,76,0,16.2,clear sky
144,Kristiansund,NO,63.1115,7.732,54.25,76,0,8.05,light rain
145,Serebryansk,KZ,49.6925,83.2892,35.06,92,94,4.12,overcast clouds
146,Luanda,AO,-8.8368,13.2343,75.2,78,40,10.36,scattered clouds
147,Usinsk,RU,65.9939,57.5281,31.17,76,23,8.9,few clouds
148,Lata,PT,40.1629,-8.3327,61.81,77,7,4.41,clear sky
149,Shelburne,CA,44.0787,-80.2041,66.36,92,100,3.65,overcast clouds
150,Xining,CN,36.6167,101.7667,38.66,90,100,0.76,overcast clouds
151,Benemerito De Las Americas,MX,16.5167,-90.6439,93.07,40,21,2.37,few clouds
152,Angoche,MZ,-16.2325,39.9086,77.74,73,6,17.22,clear sky
153,San Patricio,US,28.017,-97.5169,90.32,54,82,8.05,broken clouds
154,Jejuri,IN,18.2833,74.1667,75.69,82,97,4.25,overcast clouds
155,Marsa Matruh,EG,31.3525,27.2453,71.71,64,1,8.41,clear sky
156,Punta Cardon,VE,11.6581,-70.215,86.9,62,17,30.51,few clouds
157,Vaitape,PF,-16.5167,-151.75,78.69,70,18,12.06,few clouds
158,Argentan,FR,48.75,-0.0167,51.57,75,6,11.99,clear sky
159,Thompson,CA,55.7435,-97.8558,60.96,63,75,2.3,broken clouds
160,Mehamn,NO,71.0357,27.8492,51.75,62,20,25.32,few clouds
161,Marsaxlokk,MT,35.8419,14.5431,74.08,78,20,4.61,few clouds
162,Anuchino,RU,43.9622,133.0544,54.64,97,100,3.09,heavy intensity rain
163,Yaan,NG,7.3833,8.5667,77.52,81,3,4.65,clear sky
164,Staryy Nadym,RU,65.6118,72.6842,32.67,79,100,6.67,overcast clouds
165,Dejen,ET,10.1667,38.1333,54.86,84,69,3.33,light rain
166,Nanortalik,GL,60.1432,-45.2371,40.82,72,0,5.23,clear sky
167,Inirida,CO,3.8653,-67.9239,85.12,71,100,1.03,overcast clouds
168,Sydney,AU,-33.8679,151.2073,64.38,74,0,0.0,light rain
169,Tsabong,BW,-26.0217,22.401,58.91,19,0,9.98,clear sky
170,Barrow,US,71.2906,-156.7887,27.05,87,100,8.23,overcast clouds
171,Xam Nua,LA,20.4197,104.0439,65.37,99,88,2.15,overcast clouds
172,Hilo,US,19.7297,-155.09,75.79,89,64,6.38,light rain
173,Nichinan,JP,31.6,131.3667,71.67,70,0,7.56,clear sky
174,Kodiak,US,57.79,-152.4072,38.73,58,3,9.69,clear sky
175,Houma,US,29.5958,-90.7195,87.8,80,92,6.29,overcast clouds
176,Beli Manastir,HR,45.77,18.6036,66.16,47,84,7.74,broken clouds
177,Pocao De Pedras,BR,-4.6667,-44.85,94.93,33,28,3.87,scattered clouds
178,Naze,JP,28.3667,129.4833,77.34,63,0,20.11,clear sky
179,Kraksaan,ID,-7.7585,113.3962,77.97,78,98,8.43,overcast clouds
180,Mount Isa,AU,-20.7333,139.5,76.77,23,40,6.91,light rain
181,Bayir,TR,37.2687,28.2167,64.92,36,0,4.54,clear sky
182,North Platte,US,41.1239,-100.7654,79.0,31,1,1.99,clear sky
183,Tuatapere,NZ,-46.1333,167.6833,44.82,94,100,3.27,light rain
184,Fortuna,US,40.5982,-124.1573,61.72,82,20,8.05,few clouds
185,Delfzijl,NL,53.33,6.9181,54.03,94,100,5.01,overcast clouds
186,Campbell River,CA,50.0163,-125.2446,55.26,74,40,9.22,scattered clouds
187,Avarua,CK,-21.2078,-159.775,75.25,73,75,6.91,broken clouds
188,Bagdarin,RU,54.4333,113.6,28.89,81,57,3.44,broken clouds
189,Hovd,MN,48.0056,91.6419,32.63,36,1,3.56,clear sky
190,Mecca,SA,21.4267,39.8261,87.85,43,27,4.12,scattered clouds
191,Dragutesti,RO,44.9667,23.2333,50.47,50,0,3.36,clear sky
192,Aykhal,RU,66.0,111.5,26.53,71,100,4.85,overcast clouds
193,Klaksvik,FO,62.2266,-6.589,47.32,94,100,38.59,overcast clouds
194,Terbuny,RU,52.1389,38.2789,44.65,76,0,7.05,clear sky
195,Okha,RU,53.5739,142.9478,45.03,67,91,18.12,overcast clouds
196,Banda Aceh,ID,5.5577,95.3222,79.79,82,69,8.34,broken clouds
197,Mazatan,MX,14.8667,-92.45,89.67,62,20,11.5,few clouds
198,Maceio,BR,-9.6658,-35.7353,85.44,70,40,12.66,scattered clouds
199,Kholm,RU,59.2667,32.85,40.96,88,1,5.46,clear sky
200,Cherskiy,RU,68.75,161.3,17.42,97,96,3.53,overcast clouds
201,Shenjiamen,CN,29.9576,122.298,77.07,88,1,16.33,clear sky
202,Gondanglegi,ID,-7.7479,112.0132,75.13,82,20,12.75,few clouds
203,Invermere,CA,50.5167,-116.0354,60.85,38,0,7.14,clear sky
204,Vallenar,CL,-28.5708,-70.7581,77.41,19,0,11.01,clear sky
205,Tuktoyaktuk,CA,69.4541,-133.0374,33.8,100,90,17.27,light intensity drizzle
206,Aklavik,CA,68.2191,-135.0107,34.52,93,90,12.66,overcast clouds
207,Kavieng,PG,-2.5744,150.7967,80.92,74,100,2.73,overcast clouds
208,Znamenskoye,RU,57.1281,73.8282,29.01,97,90,4.65,overcast clouds
209,Wagar,SD,16.1525,36.2032,94.89,30,39,7.23,scattered clouds
210,Ribeira Grande,PT,38.5167,-28.7,73.8,83,20,11.5,few clouds
211,Arandis,NA,-22.4167,14.9667,48.47,67,0,1.43,clear sky
212,Ventspils,LV,57.3894,21.5606,55.33,76,0,10.36,clear sky
213,Bosaso,SO,11.2842,49.1816,88.29,64,36,1.88,scattered clouds
214,Chiang Klang,TH,19.2938,100.8617,72.12,99,59,1.19,broken clouds
215,Coihaique,CL,-45.5752,-72.0662,53.55,54,75,5.75,light intensity shower rain
216,Baykit,RU,61.67,96.37,34.75,94,98,1.05,overcast clouds
217,Tailai,CN,46.3833,123.4,46.0,77,96,7.67,overcast clouds
218,Coquimbo,CL,-29.9533,-71.3436,62.33,59,0,13.8,clear sky
219,Kununurra,AU,-15.7667,128.7333,75.18,78,68,0.0,broken clouds
220,Ponta Do Sol,PT,32.6667,-17.1,75.7,75,100,3.74,overcast clouds
221,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.74,71,97,9.19,overcast clouds
222,Matagami,CA,49.7502,-77.6328,60.91,55,1,6.91,clear sky
223,Impfondo,CG,1.6381,18.0667,73.78,88,90,1.97,light rain
224,Sisimiut,GL,66.9395,-53.6735,37.33,72,15,3.71,few clouds
225,Miri,MY,4.4148,114.0089,75.52,92,100,4.36,overcast clouds
226,San Cristobal,VE,7.7669,-72.225,82.58,51,24,7.05,few clouds
227,Evensk,RU,61.95,159.2333,40.59,62,100,20.09,overcast clouds
228,Clinton,US,42.587,-82.9199,77.22,90,75,1.01,mist
229,Padang,ID,-0.9492,100.3543,77.43,87,94,2.71,overcast clouds
230,Mahebourg,MU,-20.4081,57.7,72.25,88,75,13.8,broken clouds
231,Upernavik,GL,72.7868,-56.1549,30.74,92,100,4.88,light snow
232,Melo,UY,-32.3667,-54.1833,62.56,66,100,11.52,overcast clouds
233,Bubaque,GW,11.2833,-15.8333,82.35,73,96,4.74,overcast clouds
234,Dvinskoy,RU,62.1535,45.1175,43.3,83,100,2.98,overcast clouds
235,Ust-Kan,RU,50.9276,84.761,26.62,86,99,5.75,overcast clouds
236,Nesna,NO,66.1967,13.0213,59.41,81,100,24.45,light rain
237,Hithadhoo,MV,-0.6,73.0833,83.23,75,86,16.98,overcast clouds
238,Khorramshahr,IR,30.4397,48.1664,94.69,11,0,11.01,clear sky
239,Evansville,US,37.9748,-87.5558,80.22,74,100,7.78,overcast clouds
240,Vilhena,BR,-12.7406,-60.1458,90.52,36,99,6.69,overcast clouds
241,Tual,ID,-5.6667,132.75,80.73,66,100,6.64,overcast clouds
242,Inhambane,MZ,-23.865,35.3833,75.18,94,40,0.0,scattered clouds
243,Ambon,ID,-3.6954,128.1814,78.39,77,100,5.93,overcast clouds
244,East London,ZA,-33.0153,27.9116,56.34,82,20,0.0,light rain
245,Kinel-Cherkassy,RU,53.4706,51.4743,46.53,81,100,5.44,overcast clouds
246,San Luis,AR,-33.295,-66.3356,64.24,16,0,9.06,clear sky
247,Vilyuysk,RU,63.7553,121.6247,26.37,79,98,3.71,overcast clouds
248,Erenhot,CN,43.6475,111.9767,45.43,40,100,4.56,overcast clouds
249,Khatanga,RU,71.9667,102.5,17.01,95,99,10.42,overcast clouds
250,Airai,TL,-8.9266,125.4092,59.22,71,12,1.16,few clouds
251,Qaanaaq,GL,77.484,-69.3632,31.69,98,100,7.43,light snow
252,Verkhnevilyuysk,RU,63.4453,120.3167,27.19,87,87,3.58,overcast clouds
253,Altamont,US,42.2068,-121.7372,72.79,36,1,1.99,clear sky
254,Langenburg,DE,49.2544,9.8458,63.32,80,90,11.5,light rain
255,Parfenyevo,RU,58.484,43.4088,43.95,89,100,2.77,overcast clouds
256,Ballina,AU,-28.8667,153.5667,56.79,94,32,0.0,scattered clouds
257,Filadelfia,US,39.9523,-75.1638,84.47,63,88,4.0,overcast clouds
258,Bowen,AU,-20.0167,148.2333,71.82,93,16,6.04,few clouds
259,Butaritari,KI,3.0707,172.7902,82.36,65,100,17.63,overcast clouds
260,Parker,US,32.7668,-97.8003,86.32,50,21,5.01,few clouds
261,Marzuq,YE,14.4,46.4667,76.26,61,100,10.27,overcast clouds
262,Bintulu,MY,3.1667,113.0333,76.1,91,100,3.49,overcast clouds
263,Kavaratti,IN,10.5669,72.642,81.63,79,100,10.67,overcast clouds
264,Athabasca,CA,54.7169,-113.2854,55.92,40,90,18.77,overcast clouds
265,Mount Gambier,AU,-37.8333,140.7667,49.91,93,75,11.5,light rain
266,Tiksi,RU,71.6872,128.8694,24.51,90,96,10.25,overcast clouds
267,Lompoc,US,34.6391,-120.4579,98.1,46,1,4.61,clear sky
268,Saint-Joseph,RE,-21.3667,55.6167,70.21,79,19,11.45,few clouds
269,Ixtapa,MX,20.7,-105.2,87.22,75,47,5.01,scattered clouds
270,Touros,BR,-5.1989,-35.4608,86.9,65,15,17.25,few clouds
271,Inongo,CD,-1.95,18.2667,71.98,93,57,3.71,light rain
272,Pokhara,NP,28.2333,83.9833,68.0,95,32,1.43,scattered clouds
273,Teguise,ES,29.0605,-13.564,71.82,69,20,18.41,few clouds
274,Muroto,JP,33.2833,134.15,75.11,69,3,9.19,clear sky
275,Praia Da Vitoria,PT,38.7333,-27.0667,74.75,88,20,6.44,few clouds
276,Joshimath,IN,30.5667,79.5667,64.54,86,72,1.36,broken clouds
277,Kirakira,SB,-10.4544,161.9205,78.55,85,63,2.24,broken clouds
278,Cisaat,ID,-6.2923,105.9717,70.09,88,86,3.58,overcast clouds
279,Lakes Entrance,AU,-37.8811,147.981,56.57,90,100,3.31,overcast clouds
280,Asosa,ET,10.0667,34.5333,61.02,96,100,2.28,overcast clouds
281,Lethem,GY,3.3803,-59.7968,86.99,60,95,6.24,overcast clouds
282,Manaure,CO,11.7751,-72.4445,91.11,53,77,17.69,broken clouds
283,Suntar,RU,62.1444,117.6319,27.95,89,89,3.96,overcast clouds
284,Margate,GB,51.3813,1.3862,56.03,77,0,1.01,clear sky
285,Hobyo,SO,5.3505,48.5268,78.94,86,63,20.15,broken clouds
286,Tilik,PH,13.8144,120.2002,82.54,79,100,17.27,overcast clouds
287,Luderitz,NA,-26.6481,15.1594,60.31,50,78,25.55,broken clouds
288,Vila,PT,42.0304,-8.1588,50.94,78,4,2.46,clear sky
289,Hasaki,JP,35.7333,140.8333,64.8,81,0,8.66,clear sky
290,Bambanglipuro,ID,-7.95,110.2833,58.6,79,65,5.44,broken clouds
291,Porto Novo,BJ,6.4965,2.6036,82.22,85,9,5.82,clear sky
292,Marshall,US,34.3834,-86.3333,73.38,82,75,3.0,light rain
293,Lorengau,PG,-2.0226,147.2712,79.07,82,94,3.83,overcast clouds
294,Ishinomaki,JP,38.4167,141.3,64.26,87,0,8.34,clear sky
295,Pierre,US,44.3683,-100.351,78.28,40,1,1.99,clear sky
296,Cabo Rojo,PR,18.0866,-67.1457,89.73,69,100,5.99,overcast clouds
297,Ossora,RU,59.2353,163.0719,42.87,96,100,33.15,moderate rain
298,Severo-Kurilsk,RU,50.6789,156.125,47.25,80,71,40.22,broken clouds
299,Ilhabela,BR,-23.7781,-45.3581,74.52,86,74,4.32,light rain
300,Nouadhibou,MR,20.931,-17.0347,73.38,78,0,17.27,clear sky
301,Vestmanna,FO,62.1564,-7.1664,45.52,100,90,47.18,heavy intensity drizzle
302,Takhtamygda,RU,54.1,123.5667,27.75,81,8,3.2,clear sky
303,Chulym,RU,55.0997,80.9572,34.61,99,100,4.32,light rain
304,Batamshinskiy,KZ,50.5594,58.2747,45.37,64,100,7.38,overcast clouds
305,Poum,NC,-20.2333,164.0167,74.19,87,0,14.94,clear sky
306,Panaba,MX,21.2833,-88.2667,94.89,38,47,9.6,scattered clouds
307,Abha,SA,18.2164,42.5053,66.45,60,0,6.91,clear sky
308,Morondava,MG,-20.2833,44.2833,76.89,81,0,10.74,clear sky
309,Paamiut,GL,61.994,-49.6678,39.99,72,0,8.34,clear sky
310,Qaqortoq,GL,60.7167,-46.0333,43.41,61,0,9.06,clear sky
311,Carutapera,BR,-1.195,-46.02,85.35,64,100,11.9,overcast clouds
312,Snezhnogorsk,RU,69.1933,33.2531,42.58,79,18,16.91,few clouds
313,Yerbogachen,RU,61.2767,108.0108,33.78,84,100,4.63,overcast clouds
314,Nome,US,64.5011,-165.4064,29.82,78,7,4.21,clear sky
315,Ovsyanka,RU,55.9575,92.5519,25.77,80,98,3.0,overcast clouds
316,Soteapan,MX,18.2333,-94.8667,84.63,69,39,3.98,scattered clouds
317,Loknya,RU,56.83,30.1467,46.2,91,100,8.72,overcast clouds
318,Arraial Do Cabo,BR,-22.9661,-42.0278,85.96,69,20,23.02,few clouds
319,Pinawa,CA,50.1489,-95.8811,70.95,33,100,4.41,overcast clouds
320,Durham,US,36.0335,-78.8664,85.98,64,100,1.01,overcast clouds
321,Christchurch,NZ,-43.5333,172.6333,51.03,90,90,2.3,moderate rain
322,Kihei,US,20.785,-156.4656,80.96,81,7,3.53,clear sky
323,Alofi,NU,-19.0595,-169.9187,75.09,88,59,13.8,light rain
324,Norman Wells,CA,65.282,-126.8329,35.64,93,90,19.57,mist
325,Vostok,RU,46.4856,135.8833,45.1,97,100,3.53,overcast clouds
326,Gat,IL,31.61,34.7642,75.88,72,15,6.55,few clouds
327,Chachapoyas,PE,-6.2317,-77.869,64.87,76,82,2.42,moderate rain
328,Fairbanks,US,64.8378,-147.7164,34.3,97,90,8.05,light snow
329,Sawtell,AU,-30.3833,153.1,60.82,77,68,5.75,broken clouds
330,Andilamena,MG,-17.0167,48.5833,60.96,87,71,5.01,broken clouds
331,Teguldet,RU,57.3064,88.1667,26.69,98,84,3.56,broken clouds
332,The Valley,AI,18.217,-63.0578,87.82,73,27,17.05,scattered clouds
333,Ponta Delgada,PT,37.7333,-25.6667,74.5,88,75,5.75,broken clouds
334,Margahovit,AM,40.7338,44.6847,48.61,98,99,4.97,light rain
335,Marrakesh,MA,31.6315,-8.0083,78.87,38,75,8.05,broken clouds
336,Wawa,NG,9.9022,4.4192,80.4,69,49,2.84,light rain
337,Tommot,RU,58.9564,126.2925,23.09,94,21,2.64,few clouds
338,Gayeri,BF,12.6497,0.4931,88.05,38,5,5.48,clear sky
339,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,78,40,13.8,scattered clouds
340,Panjab,AF,34.388,67.0233,43.47,53,0,5.97,clear sky
341,Lebu,CL,-37.6167,-73.65,52.74,70,1,22.24,clear sky
342,Olafsvik,IS,64.8945,-23.7142,41.25,90,100,35.03,overcast clouds
343,Laguna,US,38.421,-121.4238,88.11,29,75,1.01,broken clouds
344,Port Shepstone,ZA,-30.7414,30.455,61.47,62,100,4.41,overcast clouds
345,Fonte Boa,BR,-2.4959,-66.2662,86.11,65,97,4.12,overcast clouds
346,Ketchikan,US,55.3422,-131.6461,44.58,74,100,8.66,light rain
347,Geraldton,AU,-28.7667,114.6,46.81,93,40,2.3,scattered clouds
348,Zhangye,CN,38.9342,100.4517,47.97,36,98,3.36,overcast clouds
349,Dzhalil,RU,55.0239,52.7358,39.33,84,66,6.29,broken clouds
350,Novyy Urengoy,RU,66.0833,76.6333,31.78,78,100,7.9,overcast clouds
351,Kruisfontein,ZA,-34.0033,24.7314,54.88,72,94,6.13,overcast clouds
352,Bogorodskoye,RU,56.55,37.8833,40.57,80,100,4.34,overcast clouds
353,Pontianak,ID,-0.0333,109.3333,75.18,100,90,2.3,light rain
354,Boda,CF,4.3189,17.4695,70.81,94,22,2.93,light rain
355,Dezful,IR,32.3811,48.4058,90.36,12,0,3.2,clear sky
356,Pangnirtung,CA,66.1451,-65.7125,32.0,100,75,8.05,broken clouds
357,Zabid,YE,14.1951,43.3152,88.09,49,100,11.05,overcast clouds
358,Kaeo,NZ,-35.1,173.7833,62.33,97,100,11.86,light rain
359,Setermoen,NO,68.861,18.3486,53.56,83,100,9.66,light rain
360,Tomatlan,MX,19.9333,-105.25,88.43,60,99,5.91,overcast clouds
361,Sabana De Torres,CO,7.3915,-73.4957,88.92,60,67,4.38,broken clouds
362,Antofagasta,CL,-23.65,-70.4,63.32,69,27,12.82,scattered clouds
363,Luganville,VU,-15.5333,167.1667,77.29,88,19,4.88,few clouds
364,Sinnamary,GF,5.3833,-52.95,85.86,64,35,11.39,scattered clouds
365,Nabire,ID,-3.3667,135.4833,75.0,91,100,3.69,overcast clouds
366,Diamantino,BR,-14.4086,-56.4461,94.39,34,96,6.24,overcast clouds
367,Lancaster,US,40.2504,-76.2499,83.43,64,92,1.99,overcast clouds
368,Zhigansk,RU,66.7697,123.3711,25.56,85,93,6.2,overcast clouds
369,Ciudad Bolivar,VE,8.1222,-63.5497,86.52,58,100,8.77,overcast clouds
370,Camacha,PT,33.0833,-16.3333,71.02,83,40,12.66,scattered clouds
371,Zhongshu,CN,24.5167,103.7667,60.6,98,51,2.64,broken clouds
372,Saldanha,ZA,-33.0117,17.9442,56.28,70,0,24.52,clear sky
373,Wukari,NG,7.85,9.7833,78.35,81,10,4.47,clear sky
374,Mushie,CD,-3.0167,16.9,77.16,81,100,3.18,light rain
375,Viru,PE,-8.4167,-78.75,74.08,57,38,11.65,scattered clouds
376,Keuruu,FI,62.2667,24.7,51.98,86,100,13.51,overcast clouds
377,Sobolevo,RU,54.4299,31.8996,44.96,79,100,6.69,light rain
378,Dubrovka,RU,53.6907,33.5071,48.18,82,100,6.02,overcast clouds
379,Reconquista,AR,-29.15,-59.65,69.84,20,78,16.37,broken clouds
380,Miranda,CO,3.2499,-76.2281,86.13,59,80,2.82,broken clouds
381,Chunhuhub,MX,19.55,-88.6833,92.19,45,96,6.31,overcast clouds
382,Ahar,IR,38.4774,47.0699,49.51,88,22,4.68,few clouds
383,Paramonga,PE,-10.6667,-77.8333,66.61,74,87,12.66,overcast clouds
384,Hitoyoshi,JP,32.2167,130.75,61.3,97,1,4.14,clear sky
385,Gamba,GA,-2.65,10.0,76.42,82,100,6.87,overcast clouds
386,Ahuimanu,US,21.4447,-157.8378,79.45,80,75,9.22,light rain
387,Andalan,PH,5.9594,121.3903,79.59,85,100,13.09,light rain
388,Sar-E Pul,AF,35.8333,66.1667,44.29,49,0,0.51,clear sky
389,Aberdeen,GB,57.1437,-2.0981,53.2,73,100,13.8,overcast clouds
390,Maragogi,BR,-9.0122,-35.2225,79.23,77,15,10.78,few clouds
391,Kedrovyy,RU,56.1667,91.8167,23.41,84,96,2.48,overcast clouds
392,Norashen,AM,39.9996,44.5895,58.53,56,4,3.09,clear sky
393,Victoria,HK,22.2855,114.1577,85.32,78,86,1.99,light rain
394,Davila,PH,18.4726,120.5763,81.59,81,86,16.78,overcast clouds
395,Roald,NO,62.5833,6.1333,61.72,62,0,3.44,clear sky
396,Kropotkin,RU,45.4375,40.5756,57.07,48,100,18.79,light rain
397,Saint-Augustin,CA,51.226,-58.6502,43.2,88,100,8.23,overcast clouds
398,Chipinge,ZW,-20.1883,32.6236,65.89,86,95,4.47,overcast clouds
399,Payson,US,40.0444,-111.7321,75.99,33,0,1.01,clear sky
400,Awbari,LY,26.5921,12.7805,81.59,26,10,8.46,clear sky
401,Lavrentiya,RU,65.5833,-171.0,23.27,71,16,3.83,few clouds
402,Xushan,CN,30.1764,121.2457,71.46,88,1,11.92,clear sky
403,Puerto Quijarro,BO,-17.7833,-57.7667,93.34,39,100,4.94,overcast clouds
404,Pogar,RU,52.554,33.2591,45.73,78,100,6.6,overcast clouds
405,Bjelovar,HR,45.8986,16.8489,60.49,70,0,5.53,clear sky
406,Wad Madani,SD,14.4012,33.5199,91.26,24,100,5.5,overcast clouds
407,Honiara,SB,-9.4333,159.95,77.34,89,33,2.91,scattered clouds
408,Salalah,OM,17.0151,54.0924,79.7,84,92,6.38,overcast clouds
409,Muncar,ID,-8.4333,114.3333,75.22,86,77,4.18,broken clouds
410,Meadow Lake,US,34.8014,-106.5436,73.81,40,54,6.46,broken clouds
411,Tabuk,PH,17.4189,121.4443,74.08,94,76,2.33,broken clouds
412,Terney,RU,45.0503,136.6092,57.85,83,100,6.46,light rain
413,Cabo San Lucas,MX,22.8909,-109.9124,92.61,61,97,5.06,overcast clouds
414,Kilindoni,TZ,-7.9139,39.6668,77.09,73,37,11.39,scattered clouds
415,Berlevag,NO,70.8578,29.0864,51.8,62,0,34.52,clear sky
416,Lucea,JM,18.451,-78.1736,85.86,71,20,10.09,few clouds
417,Makakilo City,US,21.3469,-158.0858,78.28,89,75,0.0,broken clouds
418,Omboue,GA,-1.5746,9.2618,76.8,84,100,8.43,overcast clouds
419,Eureka,US,40.8021,-124.1637,61.99,65,25,5.68,scattered clouds
420,Muhos,FI,64.808,25.9931,51.58,75,88,14.23,overcast clouds
421,Hamilton,US,39.1834,-84.5333,71.98,98,90,9.22,overcast clouds
422,Leirvik,NO,59.7798,5.5005,57.63,71,100,27.51,overcast clouds
423,Cao Bang,VN,22.6667,106.25,72.84,98,11,1.88,few clouds
424,Jati,PK,24.3539,68.2671,82.69,75,7,14.03,clear sky
425,Klyuchevskiy,RU,53.5317,119.4519,29.77,75,7,2.53,clear sky
426,Iracoubo,GF,5.4802,-53.2011,85.19,67,18,10.85,few clouds
427,Belmonte,BR,-15.8631,-38.8828,82.9,73,8,13.27,clear sky
428,Male,MV,4.1748,73.5089,82.94,75,4,17.29,clear sky
429,Hella,NO,67.2,14.4333,57.34,64,75,27.63,light rain
430,Coos Bay,US,43.3665,-124.2179,63.14,86,20,4.61,haze
431,Juegang,CN,32.3174,121.1855,75.96,86,5,16.17,clear sky
432,Sheltozero,RU,61.3667,35.3667,44.67,89,6,8.59,clear sky
433,Dawei,MM,14.0833,98.2,75.99,94,77,2.06,light rain
434,Lakhna,IN,26.65,79.15,83.82,70,29,6.62,scattered clouds
435,Upington,ZA,-28.4478,21.2561,62.98,22,0,5.75,clear sky
436,Hazorasp,UZ,41.3194,61.0742,42.64,33,0,8.72,clear sky
437,Anadyr,RU,64.75,177.4833,37.9,86,40,8.01,scattered clouds
438,Swan Hill,AU,-35.3378,143.5544,43.02,95,0,8.03,clear sky
439,Gigmoto,PH,13.7796,124.39,80.62,87,100,12.77,light rain
440,Seddon,AU,-37.8068,144.8916,56.28,83,20,5.99,few clouds
441,Kortkeros,RU,61.8106,51.5806,28.4,85,19,2.55,few clouds
442,Taguatinga,BR,-12.3857,-46.5711,103.5,14,72,1.21,broken clouds
443,Shimoda,JP,34.6667,138.95,66.11,80,24,0.92,few clouds
444,Ahipara,NZ,-35.1667,173.1667,60.26,98,100,8.05,overcast clouds
445,Praia,CV,14.9215,-23.5087,86.54,62,20,13.8,few clouds
446,Tabory,RU,58.5198,64.5495,28.26,89,73,6.15,broken clouds
447,Whitehorse,CA,60.7161,-135.0538,37.09,80,100,1.59,overcast clouds
448,Havoysund,NO,70.9963,24.6622,52.68,74,100,32.48,overcast clouds
449,Flinders,AU,-34.5833,150.8552,62.8,80,96,1.01,overcast clouds
450,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,50.59,62,40,8.95,scattered clouds
451,Honningsvag,NO,70.9821,25.9704,51.33,71,75,19.57,broken clouds
452,Uige,AO,-7.6087,15.0613,76.37,56,69,5.1,broken clouds
453,Tiznit,MA,29.5833,-9.5,63.77,72,100,4.72,overcast clouds
454,Takoradi,GH,4.8845,-1.7554,78.1,88,100,9.08,overcast clouds
455,San Francisco,US,37.7749,-122.4194,90.1,50,20,5.75,few clouds
456,Leningradskiy,RU,69.3833,178.4167,17.1,84,96,4.63,overcast clouds
457,Opole,PL,50.5,18.0,64.58,58,75,10.22,broken clouds
458,Hoi An,VN,15.8794,108.335,80.56,87,100,6.02,overcast clouds
459,Chapais,CA,49.7834,-74.8492,56.98,45,5,6.38,clear sky
460,Killybegs,IE,54.6333,-8.45,51.51,77,81,14.85,broken clouds
461,Sundumbili,ZA,-29.1337,31.3975,58.53,67,100,5.35,light rain
462,Umm Bab,QA,25.2142,50.8072,87.48,68,74,8.61,broken clouds
463,Puerto Cabezas,NI,14.0351,-83.3888,83.77,76,41,7.65,scattered clouds
464,Colombo,LK,6.9319,79.8478,78.75,87,86,5.12,moderate rain
465,Uyovu,TZ,-3.2833,31.5258,68.7,69,56,4.0,broken clouds
466,Shubarkuduk,KZ,49.1447,56.4872,50.38,62,100,6.13,overcast clouds
467,Bilma,NE,18.6853,12.9164,88.52,16,32,8.61,scattered clouds
468,Amarante Do Maranhao,BR,-5.5667,-46.7422,90.18,40,69,6.49,broken clouds
469,Clyde River,CA,70.4692,-68.5914,39.43,87,90,2.3,overcast clouds
470,Lanxi,CN,29.2195,119.477,67.14,84,0,5.17,clear sky
471,Great Yarmouth,GB,52.6083,1.7305,55.65,75,0,17.45,clear sky
